Sentiment,Time,Text,Cleaned Text,Label
positive,25/7/21,I really like this soup.  It is mild and I don't like anything that is to hot.  IT is just right.  Has a good flavor and is something I can take to work and pop in the microwave. I would buy it again and again.,really like soup mild like anything hot right good flavor something take work pop microwave would buy,1
positive,13/7/21,The Thai Coconut Ginger Noodles are quick and easy to prepare. You will be rewarded with delicious noodles to enjoy by yourself or share as a side dish with another noodle enjoyer.,thai coconut ginger noodle quick easy prepare reward delicious noodle enjoy share side dish another noodle enjoyer,1
negative,9/7/21,"I tried these as I love Thai food, ginger and coconut. That was my problem, as this mess does not even vaguely resemble Thai food and has no discernible ginger or coconut taste. Plus, the noodles stick together, even when prepared as suggested, and come out in a big clump when you try to eat them.<br /><br />Also, the nutrition label is misleading. I am dieting and read labels very carefully. This says a serving is one cup and also says one package weighs 4oz (half a cup). I figured, as it did not say otherwise and as this type of meal is usually one serving, that after adding water there would be one serving per package. Not so, one package is actually two servings, or over 500 calories. This is far more than any other pre-packaged noodle meal I have seen.<br /><br />The excessive calorie content might have been OK had the product tasted good, but it doesn't. I would definitely recommend you stay away from this mess.",try love thai food ginger coconut problem mess even vaguely resemble thai food discernible ginger coconut taste plus noodle stick together even prepared suggest come big clump try eat also nutrition label mislead diet read label carefully say serve one cup also say one package weigh half cup figure say otherwise type meal usually one serve add water would one serve per package one package actually two serving calorie far noodle meal see excessive calorie content might ok product taste good would definitely recommend stay away mess,0
positive,8/7/21,"While the restaurants always do it best, these curry pastes are pretty tasty. It's easy to use,  fast, and you can add the meat and veggies of your choice. For those of you scared of something spicy, you might use a little less, but for most, it's just right, and for those that like it spicier, you can add a little crushed red pepper. Since the coconut milk has to be added separately, you can also control the fat content--you can go light or go with the much yummier, creamy stuff. I find the green curry is a little sweeter than the red and panang curries, and is maybe a little less spicy.",restaurant always best curry paste pretty tasty easy use fast add meat veggie choice scar something spicy might use little less right like spicy add little crushed red pepper since coconut milk add separately also control fat content go light go much yummy creamy stuff find green curry little sweeter red panang curry maybe little less spicy,1
positive,15/7/21,"I just ordered this, came today and thought I would just try it, well to my amazement,My little Daisy ate it and wanted more.My little Dog is just 8 yrs but has trouble with Flare-ups with her pancreas, I have to avoid fats and corn with her and she needs more fiber. I have been making her dog food ,but she missed eating the dry,I wondered if it was small enough for her to chew , but it was.",order come today thought would try well amazement little daisy ate want little dog yr trouble pancreas avoid fat corn need fiber make dog food miss eat dry wonder small enough chew,1
positive,6/7/21,"Everyone should know this is a healthier dog food than walmart brands, like purina, iams, or god forbid moist & meaty. Ingredients like ground flax seed, peas, whole carrots, whole sweet potatoes, apples, blueberries and probiotics and the lack of sweeteners, by-products, and low-quality corn show this to be true.<br /><br />I just did a taste test with this harmonic farms and my dogs old iams ProActive Health and decided to make the results known. I let him smell both thoroughly without letting him eat at first, and placed the two piles a bit apart. He immediately went for the harmonic farms, finished it and didn't even look at the iams before coming back to me wagging his tail hoping for more.<br /><br />Dogadvisor.com made me aware of my past mistakes in dog food choices and I was hoping to god he would not shy away from the healthy organic stuff like I do. To my great welcome surprise, he didn't! I guess he's a hippie at heart. I on the other hand, will take my nachos bell grande.",everyone know healthy dog food walmart brand like purina iams god forbid moist meaty ingredient like ground flax seed pea whole carrot whole sweet potato apple blueberry probiotic lack sweetener corn show true taste test harmonic farm dog old iams proactive health decide make result know let smell thoroughly without let eat first place two pile bite apart immediately go harmonic farm finish even look iams come back wag tail hop make aware past mistake dog food choice hop god would shy away healthy organic stuff like great welcome surprise guess hippie heart hand take nacho bell grande,1
positive,13/8/21,"These tastes good. If it's not fried, not bad for you, and tastes good, then why not eat them? Of course, not a lot at once, but these are great healthier snacks.",taste good fry bad taste good eat course lot great healthier snack,1
positive,5/6/21,A while ago I got a bag of the BBQ at a store to go with my lunch and I loved these so when I was searching amazon and found these on subscribe and save I knew that this was something that I had to have for my lunches. I love the fact you get all the different flavors and as of yet I have not found a flavor I did not like. Being from England I am very picky about my flavors of chips or crisps as I would call them as there seems to be such limited flavors but this box gives me flavors I can't complain. I also love the fact that 5% fat is the fat content which just makes them an even better snack. My only issue now is that I have to fight my husband and son over them because they love them just as much as I do. I have now had to go to a box a month but even then I am not sure I can have enough for the month with the three of us eating them every chance we can.,ago get bag bbq store go lunch love search amazon find subscribe save know something lunch love fact get different flavor yet find flavor like england picky flavor chip crisp would call seem limited flavor box give flavor complain also love fact fat fat content make even good snack issue fight husband son love much go box month even sure enough month three us eat every chance,1
positive,9/7/21,"Good flavorful chips - too bad the selection does not include jalape&ntilde;o or paramsan garlic. Packaging is difficult to open, but they fresh.",good flavorful chip bad selection include jalape ntilde paramsan garlic packaging difficult open fresh,1
positive,17/6/21,"These are really good tasting chips, they aren't too unhealthy so you can eat a fair amount. Love the flavoring.",really good taste chip unhealthy eat fair amount love flavoring,1
positive,31/8/21,These really are good I gave some to other people and they liked them too. The plain flavored ones take well to using them as scoops for your own dip or salsa. When eating the BBq flavored ones brings back memories of yester years when I would eat BBq pork skins while riding in the back of the truck on the range. I think the pepper ones could use more pepper but they are all still good and make a good snack or side dish to lunch at 100 Cal per pack.,really good give people like plain flavored one take well use scoop dip salsa eat bbq flavor one brings back memory yester year would eat bbq pork skin rid back truck range think pepper one could use pepper still good make good snack side dish lunch cal per pack,1
positive,7/8/21,"I bought these when they were on a Gold Box deal...thinking that it would be a nice inexpensive toss in for a month of lunches...and then I'd never buy them again.<br /><br />Not so...<br /><br />They're actually really tasty!  Exceptionally crunchy!  And the flavor is similar to kettle cooked chips.  Definitely going on subscribe and save for a while.<br /><br />I don't think they're any more salty than standard potato chips...but they're by no means ""low salt.""",buy gold box deal think would nice inexpensive toss month lunch would never buy actually really tasty exceptionally crunchy flavor similar kettle cook chip definitely go subscribe save think salty standard potato chip mean low salt,1
positive,6/9/21,"Popchips don't taste like a lot of the other lowfat salty snack options.  They are light in taste and big on crunch.  Great alternative to potato chips.  I'm not a fan of the BBQ flavor but I do like the sea salt & vinegar, salt & pepper alot and sour cream and onion.  Like the individual bags - perfect for on the go and lunches.",popchips taste like lot lowfat salty snack option light taste big crunch great alternative potato chip fan bbq flavor like sea salt vinegar salt pepper alot sour cream onion like individual bag perfect go lunch,1
positive,5/6/21,"These are better than any low calorie chips I've ever had, and I prefer them to normal chips. They are wonderful. Oprah even loves them.  I would buy this box again, and probably will, because I LOVE that these are 100 calorie packs. The barbeque and salt and vinegar ones are AWESOME.",well low calorie chip ever prefer normal chip wonderful oprah even love would buy box probably love calorie pack barbeque salt vinegar one awesome,1
positive,9/7/21,These taste wonderful!  Guilt free if you can stop at one bag.  Will definitly buy again!,taste wonderful guilt free stop one bag definitly buy,1
positive,19/6/21,What's to say - Pop Chips are great!!!  Kudos to the PoP Chip makers.,say pop chip great kudos pop chip maker,1
positive,5/9/21,"I really liked these chips.<br /><br />They came recommended from my friend and I really like them. The variety pack is great to try all of the flavors - although there were some I wasn't so fond of.<br /><br />The cheddar, bbq, and salt/pepper chips are great. The traditional ones are get this.... traditional. No excitement there.<br /><br />The chips are great - my brother still asks if I have any around the house but I haven't yet purchased them again.<br /><br />Hint: the have the texture of the snack Munchos.",really liked chip come recommended friend really like variety pack great try flavor although fond cheddar bbq chip great traditional one get traditional excitement chip great brother still ask around house yet purchase hint texture snack munchos,1
positive,10/10/21,"I love popchips, The bag now has only 100 calories. and it bit smaller but If you are craving pop chips without the fat and still taste great. These are for you. A bit pricey but worth it.",love popchips bag calorie bite small crave pop chip without fat still taste great bit pricey worth,1
negative,29/9/21,"I've heard about these chips for a while now and thought they would be a good alternative to regular chips. I couldn't eat them though, they just don't taste good to me personally. My grandmother loved them though and I gave the rest to her.",hear chip think would good alternative regular chip could eat though taste good personally grandmother love though give rest,0
positive,11/9/21,"We love Popchips, but they're hard to find at our local grocery stores. I was very excited to find this variety pack, which has 6 flavors (some of which we'd never tried before) in single-serve packages right around 100 calories a piece. Our favorites were the original, sea salt & vinegar, and sour cream & onion... but all of the flavors were good. These were perfect for snacks, but they also made for easy lunches. We'll definitely order again!",love popchips hard find local grocery store excite find variety pack flavor would never try package right around calorie piece favorites original sea salt vinegar sour cream onion flavor good perfect snack also make easy lunch definitely order,1
negative,5/6/21,"I love Amazon and I love the reviews from people, I've been introduced to alot of great products b/c of the reviews, but this time? Total, complete LET DOWN! Popchips having 4.5 stars is just down right perplexing!?! The should not get more than a 3, but generally 1-2. I sorta want to give it a 1, but the packaging is very pretty and aesthetically pleasing so I through in the extra point.<br /><br />I ordered these thinking that'd they'd be maybe a slightly better version of Baked Lays. Man was I wrong... I've tried most of the Baked Lays flavors, my go-to's at first were 1.) original baked lays and 2.) sour cream baked lays (since those are my favorite regular lays). But then  I discovered BBQ Baked Lays. And seriously, those are FANTASTICALLY great. BBQ Baked Lays are packed with SO much flavor.<br /><br />These Popchips taste like slightly burnt airpocket chips. Literally they do. Because they aren't as good as Baked Lays I can definitely see eating much less of them (which could be a benefit), but I say just use portion control-- and zip lock bag a bunch of Baked Lays.<br /><br />I'm trying to think of ways to go into more detail, but there's really not much more I can say.<br /><br />****SUMMARY****<br /><br />How do Popchips taste? Like slightly burnt air chips. (it's sort of a weird taste, takes ALOT of getting used to)<br /><br />Would I suggest buying them? No. If you're eager to try them, I say buy a bag from your local grocery store. A week or so after I ordered these on here I saw them at m local Krogers, so they're definitely expanding.<br /><br />Nutrition Information: 1 bag (.8 oz/ 23g) = 100 calories, Total Fat = 3g (5%), Sodium = 210 mg (9%), Total Carbohydrate = 16g (5%), Dietary Fiber = 1 g (4%), Sugar = 2g, Protein 1 g, Vitamin A , Vitamin C, Calcium, and Iron = 2 %.<br /><br />If you buy a big bag of BBQ Popchips and big bag of BBQ Baked Lays, here are the nutrition information side-by-side:<br /><br />**POP CHIPS:**<br />Serving Size: 1oz/28g/about 19 chips, Calories= 120, Total Fat = 4.5g (6%), Sodium 280mg (11%), Total Carbohydrate 20g (6%),<br />Dietary Fiber 1g (4%), Sugars 2g, Protein 1g<br /><br />**BAKED LAYS:**<br />Serving Size= 1oz/28g/about 19 chips, Calories = 120, Total Fat 3g (5%),  Sodium 210mg (9%), Potassium 230mg, Total Carbohydrate 22g (7%), Dietary Fiber 2g 8%, Sugars 3g, Protein 2g, Vitamin C 4%, Calcium 2%<br /><br />So these two are very close, but Baked Lays wins because it virtually has not sodium, since potassium 230mg offsets the Sodium 210mg, leaving 20g of Potassium. Plus there's more Fiber and more Vitamin C. And most importantly they taste better.<br /><br />I for one have to be careful about my sodium intake so the fact that Baked Lays has potassium in it is a huge benefit.<br /><br />At the end of the day make a decision for yourself, but I'd strongly advise you to purchase a bag from the store first. Maybe even compare your favorite flavor in both Baked Lays and Popchips... I can almost guarantee you that Baked Lays will win hands down.<br /><br />(Hopefully Amazon starts selling well-priced variety single-serve bags of Baked Lays soon. For now I found one from a seller, but the price seems a little high (but there are 40 bags instead of 20): <a href=""http://www.amazon.com/gp/product/B003TVDHIO"">Smart Mix Variety Pack, 30-Count: 7-Baked Lay's Classic, 6-Baked Cheetos, 6-Baked Ruffles, 6-Baked Doritos Nachos Cheese & 5-Rold Gold Tiny Twists (Pack of 2)</a> )",love amazon love review people introduce alot great product reviews time total complete let popchips star right perplex get generally sorta want give packaging pretty aesthetically please extra point order thinking would would maybe slightly good version bake lays man wrong tried bake lay flavor first original bake lay sour cream bake lay since favorite regular lay discover bbq bake lay seriously fantastically great bbq bake lay pack much flavor popchips taste like slightly burnt airpocket chip literally good bake lay definitely see eat much less could benefit say use portion control zip lock bag bunch bake lay try think way go detail really much say summary popchips taste like slightly burnt air chip sort weird taste take alot get use would suggest buying eager try say buy bag local grocery store week order saw local krogers definitely expand nutrition information bag calorie total fat sodium mg total carbohydrate dietary fiber g sugar protein g vitamin vitamin c calcium iron buy big bag bbq popchips big bag bbq bake lays nutrition information pop chip serve size chip total fat sodium total carbohydrate dietary fiber sugar protein baked lay serve chip calorie total fat sodium potassium total carbohydrate dietary fiber sugar protein vitamin c calcium two close bake lays win virtually sodium since potassium offset sodium leave potassium plus fiber vitamin importantly taste well one careful sodium intake fact bake lays potassium huge benefit end day make decision would strongly advise purchase bag store first maybe even compare favorite flavor bake lay popchips almost guarantee bake lay win hand hopefully amazon start sell variety bag bake lay soon find one seller price seem little high bag instead smart mix variety pack lay classic cheetos ruffle doritos nachos cheese gold tiny twist pack,0
negative,9/7/21,"These chips taste average and they are insanely expensive compare to the big bags of chips from safeway or costco, for $2, you can get a big bag with 10 times the amount of chips compare to these 0.8oz bag chips, so for $5 in safeway, you can get $30 worth of popchips, these bags are so tiny, it's like serve size for fat people trying to lose weigh or something, for me, i never gain weigh, i rather go buy big bag of chips, these are expensive ripoff chips, will never buy again.<br />Maybe i think the price is high because i bought it from amazon.com, maybe elsewhere is cheaper, but chips as junk food, shouldn't be that expensive compare to local stores.",chip taste average insanely expensive compare big bag chip safeway costco get big bag time amount chip compare bag chip safeway get worth popchips bag tiny like serve size fat people try lose weigh something never gain weigh rather go buy big bag chip expensive ripoff chip never buy maybe think price high buy maybe elsewhere cheap chip junk food expensive compare local store,0
positive,26/8/21,"These are great because they're only 100 calories per pack and are just as good, if not better, than other chips out there.<br /><br />The ""Original"" style taste exactly like Munchos, but don't come with the high calorie count.  The other flavors (Sour Cream & Onion, Salt & Vinegar, Salt & Pepper, Cheddar, and BBQ) are all delicious, as well.",great calorie per pack good good chip original style taste exactly like munchos come high calorie count flavor sour cream onion salt vinegar salt pepper cheddar bbq delicious well,1
positive,26/7/21,"I am potato chip-addicted. I don't only enjoy potato chips, but I also enjoy any type of potato product. This product really hit the mark for me.<br /><br />I consider these a full-fledged snack. Each bag is packed with chips. They are moderately seasoned, and full of flavor. The consistency is slightly like a popcorn cake -- but they're crisp and crunchy, not puffy. They have a distinct potato taste.<br /><br />The best part? Each bag clocks in at only 100 calories! And I repeat -- these are not a simple ""100 calorie"" snack. What you get here is a full bag of chips. What's great about the content vs. calorie content is that these are perfect to accompany your lunch without feeling guilty about eating a 200-300 calorie bag of chips.<br /><br />My personal favorites were the Sea Salt and Vinegar and the Original. The barbecue flavor is sweet, not smoky. The Salt and Pepper, Cheddar, and Sour Cream and Onion flavors are standard fair. But the chips are adequately and evenly seasoned and I did not notice differences in seasoning from one chip to the next.<br /><br />These are a great product, well manufactured, and a treat to eat. I'll definitely buy more of these in the future.",potato enjoy potato chip also enjoy type potato product product really hit mark consider snack bag pack chip moderately season full flavor consistency slightly like popcorn cake crisp crunchy puffy distinct potato taste best part bag clock calorie repeat simple calorie snack get full bag chip great content calorie content perfect accompany lunch without feel guilty eat calorie bag chip personal favorite sea salt vinegar original barbecue flavor sweet smoky salt pepper cheddar sour cream onion flavor standard fair chip adequately evenly seasoned notice difference season one chip next great product well manufacture treat eat definitely buy future,1
positive,11/9/21,"This doesn't taste as addicting as the real fried potato chips, but it's still very good.<br />Considering it's low in calories and it's only popped..  it taste much better than the ones that are freeze dried.<br />These pops taste as light as the rice crispy treats, but with a good amount of flavor and crunch.<br />I like it, a small little pack that you can just grab when you feel like having something quick.<br />I keep then in my room in case if I ever get the cravings for chips.<br />All the flavors that come in are good too, no complains.<br /><br />The package also arrived fast and it's pretty cheap, I would recommend people who is watching calories to get this!",taste addict real fried potato chip still good consider low calorie pop taste much good one freeze dried pop taste light rice crispy treat good amount flavor crunch like small little pack grab feel like something quick keep room case ever get craving chip flavor come good complains package also arrive fast pretty cheap would recommend people watch calorie get,1
positive,11/9/21,"I love Popchips. They may take some time getting used to if you're used to the oiliness of potato chips, but they're only 100 calories per bag. Buying a 24 pack saves you money per bag, but you're sooo tempted to eat them with so many bags around!",love popchips may take time get use used oiliness potato chip calorie per bag buying pack save money per bag sooo tempt eat many bag around,1
positive,15/9/21,"I'm very picky when it comes to chips. I've gone through so many, but this one really hits the spot. It has just the right amount of crunch, with just the right amount of flavor. It's also great to know that you're not eating something that's bad for you. With 100 calories a pack, it's definitely the ideal snack!",picky come chip go many one really hit spot right amount crunch right amount flavor also great know eat something bad calorie pack definitely ideal snack,1
positive,5/6/21,I have subscribed these chips. They are so tasty. Not dry or oily. Cannot put it down once open a bag and have to have two bags in a row.,subscribe chip tasty dry oily put open bag two bag row,1
negative,9/7/21,This product was a complete disappointment. Tastes like mushy pineapple. There was no papaya taste.,product complete disappointment taste like mushy pineapple papaya taste,0
positive,14/9/21,"The flavor of this natural sea salt is more nuanced and a bit richer than the typical table salt we're all accustomed to, although describing such subtleties is difficult.<br /><br />One noteworthy fact is that this salt contains less sodium than conventional table salt - 330mg per 1/4 teaspoon, versus 590mg per 1/4 teaspoon of conventional table salt.<br /><br />Another thing to keep in mind is that this natural salt is NOT iodized.  As our thyroid glands require trace amounts of iodine, it may not be wise to entirely eliminate iodized salt from your diet.",flavor natural sea salt nuanced bit richer typical table salt accustom although describe subtlety difficult one noteworthy fact salt contain less sodium conventional table salt per teaspoon versus per teaspoon conventional table salt another thing keep mind natural salt iodize thyroid gland require trace amount iodine may wise entirely eliminate iodized salt diet,1
positive,29/9/21,This is the best tasting pancake mix in the market and it is so easy to make.,best taste pancake mix market easy make,1
positive,10/7/21,This waffle and pancake mix is delicious!  You can taste a subtle hint of vanilla in them.  They are the only pancakes/waffles that my kids love and the house smells wonderful when they are cooking!,waffle pancake mix delicious taste subtle hint vanilla kid love house smell wonderful cooking,1
positive,1/3/20,This is a great mix. I mixed it with milk instead of water.  Just follow the directions.,great mix mixed milk instead water follow direction,1
positive,28/7/20,"We are into our third can of this flavorful and easy mix and it just seems to get better and better!  Sunday is pancake day at our house, and today we had blueberry pancakes with real maple syrup.  This mix holds fresh blueberries nicely - don't over-mix the ingredients and you will get nice, fluffy fruit-filled (or not) pancakes that are absolutely first-rate.",third flavorful easy mix seem get well well sunday pancake day house today blueberry pancake real maple syrup mix hold fresh blueberry nicely ingredient get nice fluffy pancake absolutely,1
positive,28/7/20,"The pancakes were delicious, but they weren't as fluffy as the ones I normally make.  Next time I use this, I'm going to whip the egg whites and see if that helps.",pancake delicious fluffy one normally make next time use go whip egg white see help,1
negative,10/11/19,"This expensive pancake mix tastes so processed and fake.  A less expensive bisquick from your local grocery store beats the taste, no doubt.  It's a yucky product.",expensive pancake mix taste process fake less expensive bisquick local grocery store beat taste doubt yucky product,0
negative,1/3/20,We didn't care for this product at all. It seemed to have a funny after taste to it. Wasn't worth the cost. We were unable to even finish using what we purchased it was that nasty.,care product seem funny taste worth cost unable even finish use purchase nasty,0
positive,3/8/19,"I've bought them many times. Good quality and good taste, baby love it, and I love it too. Reccommend it.",buy many time good quality good taste baby love love reccommend,1
positive,6/2/21,"My 1 year old son does really like these- andthey certainly taste better than some of the other finger food snacks.  The only issue is there are lots of crumbs in the can they come in, so it gets messy if you want to dump them into a baggie for on the go.",year old son really like andthey certainly taste well finger food snack issue lot crumb come get messy want dump baggie go,1
positive,24/2/21,These are a great alternative to chips.  I wasn't sure how they would be based on other reviews but I am glad I bought them and wish I would of found them sooner.  I have twin 18 month olds and they can't get enough of them.  I like them too!,great alternative chip sure would base review glad bought wish would find sooner twin month old get enough like,1
positive,13/5/21,"I purchased this at my local health food store and I am enjoying it immensely.  The juice has a nice, robust texture, and it is not overly salty. The flavor is amazingly fresh and refreshing.<br />I combine it with Odwalla flash-pasteurized 100% carrot juice for a well-above-average vegetable juice that is a good energy-booster and makes for a great alternative to orange juice or other sweet juices.<br />Enjoy!",purchase local health food store enjoy immensely juice nice robust texture overly salty flavor amazingly fresh refresh combine odwalla carrot juice vegetable juice good make great alternative orange juice sweet juice enjoy,1
positive,1/3/20,"I discovered these when my daughter was about 15 months old. I wish I had found them earlier. They are organic, taste great, are easy for toddlers to handle and very convenient! I always keep some in my purse and in the car when we're out and about. They are not messy, unless of course they decide to squeeze the pouch, which only happens for us when she's not hungry.<br /><br />The Plum Organics line also includes some varieties with fruits and vegetables mixed together. They taste surprisingly good and are one way to get my picky eater to eat some veggies. You can find some varieties at reasonable prices on Amazon, others are more expensive for some reason. Babies R Us has had a sale every other month or so where you can get them for $1 each if you buy them in sets of 8. That is usually when I stock up for the next two months. :)",discover daughter month old wish find earlier organic taste great easy toddler handle convenient always keep purse car messy unless course decide squeeze pouch happen us hungry plum organic line also include variety fruit vegetable mix together taste surprisingly good one way get picky eater eat veggie find variety reasonable price amazon others expensive reason baby r us sale every month get buy set usually stock next two month,1
positive,28/7/20,Not as tasty as the strawberry but still very nice. Great to throw in a diaper bag or purse. Spendy but definitely a good deal when it's on sale.,tasty strawberry still nice great throw diaper bag purse spendy definitely good deal sale,1
positive,13/5/20,This tea is very good.  I discovered it while visiting in California. The moment I got home I searched local stores for it and I was not able to find it.  Finally I decided to see if Amazon had it and they did and I bought two boxes.  As long as they make it I will buy it.,tea good discover visit california moment get home search local store able find finally decide see amazon buy two box long make buy,1
positive,26/3/21,"You just can't beat the taste of the original Dubble Bubble Gumballs! It really doesn't matter that the taste only last a minute or so, but that is why I bought the tub! The  tub by the way is very convenient  and was shipped to me in A+++ condition! If your longing for the classic taste go for it! You will not be dissappointed!",beat taste original dubble bubble gumballs really matter taste last minute buy tub tub way convenient ship condition longing classic taste go dissappointed,1
negative,29/8/19,"Holy cow!  I have never seen this much grease in a boxed product like this!  Also, it has enough salt to kill an entire family of slugs!  Use it in your garden, don't eat it!",holy cow never see much grease box product like also enough salt kill entire family slug use garden eat,0
positive,7/2/21,"A nearby Fresh and Easy Neighborhood Market stocks a number of gourmet imported products and I enjoy trying them. One is a variety of Baxters soups from Canada. Today, I had the Butternut Squash and Red Pepper Soup. Quite good. Smooth and mellow. Mild taste, but delicious. Goes down real easy and it only comes to 90 calories per serving (2 servings per can). Alas, the sodium content is a bit higher than I like. Otherwise, very good.<br /><br />Gary Peterson",nearby fresh easy neighborhood market stock number gourmet import product enjoy try one variety baxters soup canada today butternut squash red pepper soup quite good smooth mellow mild taste delicious go real easy come calorie per serve serving per ala sodium content bit higher like otherwise good gary peterson,1
negative,14/10/21,"I purchased this item to celebrate the birth of my grandson.  I should have opted for real cigars, they might have tasted better. These cigars were very hard and hurt my teeth to chew. Not to mention that these gum cigars were much too sweet.",purchased item celebrate birth grandson opt real cigar might taste good cigar hard hurt teeth chew mention gum cigar much sweet,0
positive,7/8/20,"As a person who love cinnamon scent and flavor, I find this tea amazing.  I was used to drinking the plain black tea at work and this blend is a nice change from that.  I can probably only have one or two cups a day because it is pretty sweet but I will continue to drink it probably every day.  Enjoy",person love cinnamon scent flavor find tea amazing use drinking plain black tea work blend nice change probably one two cup day pretty sweet continue drink probably every day enjoy,1
positive,1/3/20,I love this tea which has a deep cinnamon aroma and taste.  It's equally good as an iced tea.  Full marks!,love tea deep cinnamon aroma taste equally good iced tea full mark,1
positive,28/7/20,I was actually surprised at how good these Muffins taste! I have reordered a case.  And they are Gluten Free.,actually surprised good muffin taste reorder case gluten free,1
positive,14/9/21,"Although I've only been able to try three of Caribou's k cup blends (Mahogany as well as <a href=""http://www.amazon.com/gp/product/B00474OR8G"">Caribou Coffee, Caribou Blend, K-Cup Portion Pack for Keurig K-Cup Brewers, 24-Count</a> and <a href=""http://www.amazon.com/gp/product/B00474VPLI"">Caribou Coffee, Daybreak Morning Blend, K-Cup Portion Pack for Keurig K-Cup Brewers, 24-Count</a>), I've found that Caribou consistently produces the highest quality k cups.  They are head and shoulders above their competitors like Green Mountain and Van Houtte.<br /><br />I should mention that Caribou's Daybreak blend is far and away my favorite k cup flavor of the 20 or so I've been able to sample so far.  But I enjoy a flavorful medium roast.  My boyfriend, on the other hand, prefers an extra bold dark roast.  After our favorable experience with the Caribou brand before, we picked up a box of this coffee and hoped that it would be a great choice for a dark blend.<br /><br />Let me just say that Mahogany is full of smokey delicious flavor.  It's quite strong and dark, but there is no rancid bitterness or acidity that accompanies a lot of the dark roasts.  This coffee packs a powerful punch.  Although that isn't normally my thing, I can enjoy a cup of this with milk and a bit of sweetener.  My boyfriend adores it, though, and it has become a staple blend for him.  I will still drink this on occasion, but it's a bit too potent for me.<br /><br />I think this is the best dark roast I've had the chance to try.",although able try three caribou k cup blend mahogany well caribou coffee caribou blend portion pack keurig brewer caribou coffee daybreak morning blend portion pack keurig brewer find caribou consistently produce high quality k cup head shoulder competitor like green mountain van houtte mention caribou daybreak blend far away favorite k cup flavor able sample far enjoy flavorful medium roast boyfriend hand prefers extra bold dark roast favorable experience caribou brand pick box coffee hop would great choice dark blend let say mahogany full smokey delicious flavor quite strong dark rancid bitterness acidity accompany lot dark roast coffee pack powerful punch although normally thing enjoy cup milk bit sweetener boyfriend adore though become staple blend still drink occasion bit potent think best dark roast chance try,1
positive,17/12/20,"I like the taste of this coffee. Tried the other brands but got stuck on this one, I also like the ECO friendliness of the company.",like taste coffee try brand get stuck one also like eco friendliness company,1
positive,2/5/20,Strong smooth velvety flavor.  Mahogany describes the color and the mood you get when drinking. Absolutely the best. I've found my favorite.,strong smooth velvety flavor mahogany describe color mood get drink absolutely best find favorite,1
positive,14/7/21,"I like strong coffee, but I don't want it to taste burnt or have an acidic after taste. Caribou Coffee's Mahogany is full bodied with a nice balance of dark notes and acidity.  It's one of my ""go to"" coffees when my favorites like Coffee People's Wake Up Call are out of stock.",like strong coffee want taste burnt acidic taste caribou coffee mahogany full body nice balance dark note acidity one go coffees favorite like coffee people wake call stock,1
positive,18/7/19,I like my coffee strong. This is the first brand that I have tasted that provides the kick I need without the bitterness. I keep my pantry stocked with Mahogony and I do not share!,like coffee strong first brand taste provide kick need without bitterness keep pantry stock mahogony share,1
positive,1/3/20,I happen to like foods that arent as sweet as kool aid or other sugary drinks. Very refreshing after mowing the lawn and helped  keep those afternoon headaches away.,happen like food sweet kool aid sugary drink refresh mow lawn help keep afternoon headache away,1
positive,28/7/20,"I saw this item in my local grocery store, and I thought I would give it a try.<br /><br />I have to admit, I was very surprised about how much I enjoyed this item.  I found it refreshing, and I felt that I had a bit more energy. I would happily purchase this product again and again.<br /><br />A word of advice to people complaining that it doesn't taste ""coconutty"" enough.  Coconut water and coconut milk are two very different things.  Coconut water comes from a green, immature coconut, while the milk comes from what we all think of when we think of a coconut...a hard, brown, fiber covered shell.  Just like a green banana and a ripe banana taste different, the same can be said of coconut.  If you don't think of this as a coconut drink or a pina colada, you will probably enjoy it even more.",saw item local grocery store think would give try admit surprise much enjoy item find refresh felt bit energy would happily purchase product word advice people complain taste coconutty enough coconut water coconut milk two different thing coconut water come green immature coconut milk come think think coconut hard brown fiber cover like green banana ripe banana taste different say coconut think coconut drink pina colada probably enjoy even,1
positive,13/6/20,"I decided to try this although I am not a big fan of flavored waters.  It is quite refreshing and the flavors are quite vibrant and not weak as in some concoctions.  I happen to like both coconut and pineapple so there is no problem with the basic idea and both can be distinguished in the mix.  The one drawback for some is because pineapple is a rather strong addition, even a splash puts it up front and center.  This added to the coconut may make it far too sweet for some.  It would certainly be a good pick me up after a workout or, in my case, after shoeveling the snow that seems to be deposited regularly this winter in the Northeast.",decide try although big fan flavor water quite refresh flavor quite vibrant weak concoction happen like coconut pineapple problem basic idea distinguish mix one drawback pineapple rather strong addition even splash put front center add coconut may make far sweet would certainly good pick workout case shoeveling snow seem deposit regularly winter northeast,1
positive,10/3/20,"This seems like a pretty straightforward drink. It's coconut juice and it's pineapple juice, with a bit of sugar and not much else.<br /><br />They claim it's a good source of potassium and electrolytes.<br /><br />For me it was pretty tasty. Granted it was also very sweet. Is it a ""health drink""? I don't know if I'd go that far. It has Vitamin C and trace amounts of Calcium / Iron, but not much else other than sugar.<br /><br />For what it is (something sweet to sip), it's pretty good.",seem like pretty straightforward drink coconut juice pineapple juice bit sugar much else claim good source potassium electrolytes pretty tasty grant also sweet health drink know would go far vitamin c trace amount calcium iron much else sugar something sweet sip pretty good,1
