,Sentiment,Time,Text,review_length,clean_reviews,clean_review_length
284,positive,2021-11-06,"This company makes all their food with the highest, natural ingredients, but this ""limited ingredients"" one is the best. I learned that cats cannot digest carbohydrates. So, many cats have stomach problems and sensitive stomachs, like my kitty. I switched my cat over to this food and his stools are firmer and less<br />smelly and he NEVER throws up.  My cat gobbled up the food right away. I highly recommend this!",416,company makes food highest natural ingredients limited ingredients one best learned cats cannot digest carbohydrates many cats stomach problems sensitive stomachs like kitty switched cat food stools firmer less smelly never throws cat gobbled food right away highly recommend,275
285,positive,2021-02-08,"Wow!  I actually picture the peanut butter cookie fresh out of the oven as this hits my tastebuds!  I was just looking for a gluten free meal replacement bar.  Lucky me, I found a delicious meal alternative that keeps me full for hours!",236,wow actually picture peanut butter cookie fresh oven hits tastebuds looking gluten free meal replacement bar lucky found delicious meal alternative keeps full hours,164
286,positive,2021-10-18,"This is the only type of treat my cat will eat!  I was so happy to find a large size because you can usually only buy the tiny containers in pet stores.  The 1 oz. is a better bargain.  My cat prefers this over Kitty Caviar, and it smells a lot fresher.  This is high quality healthy treat for any cat.",302,type treat cat eat happy find large size usually buy tiny containers pet stores 1 oz better bargain cat prefers kitty caviar smells lot fresher high quality healthy treat cat,174
287,positive,2021-07-23,"It smells a little funny, but tastes fine and I like it for its health benefits.",80,smells little funny tastes fine like health benefits,52
288,positive,2021-08-07,"Delicious tuna that is low in mercury and line caught.  This is skipjack tuna, which is dark in color, low in mercury and has a sushi like taste.  Try it and you'll be hooked (pun intended).",190,delicious tuna low mercury line caught skipjack tuna dark color low mercury sushi like taste try hooked pun intended,116
289,positive,2021-11-06,"I had been looking for a healthier breakfast. This has worked great for me. I can add a variety of food items to this to add variety. I prepare a large quantity in a rice cooker and store it in the refrigerator. When it is time to eat, an amount can be dished up and various ingredients can be added. Chopped walnuts, blue berries, honey, cinamon, brown sugar, etc. Not all at once. Milk is added and then re-heated in the microwave. I think it makes a great healthy breakfast or any time meal.",494,looking healthier breakfast worked great add variety food items add variety prepare large quantity rice cooker store refrigerator time eat amount dished various ingredients added chopped walnuts blue berries honey cinamon brown sugar etc milk added reheated microwave think makes great healthy breakfast time meal,313
290,positive,2021-06-25,This McCann's Irish Oatmeal is an ideal breakfast.  It is easy to cook and<br />taste good and heart healthy.  It's a good way to start a day.  The price is right and I would order again and agin.<br /><br />Cecilia from Texas,226,mccanns irish oatmeal ideal breakfast easy cook taste good heart healthy good way start day price right would order agin cecilia texas,134
291,positive,2021-02-08,"These are extremely tasty! A nice sweet fresh taste. I felt like I was eating healthy candy. They're pretty crunchy, too, rather than chewey, which is a nice change from a lot of energy bars. (I'm getting sick of most kinds..)<br />This may be my new favorite. I wish Amazon had the 1.7oz 230 calorie bars that I got, they're a better size for taking on hikes and stuff!",370,extremely tasty nice sweet fresh taste felt like eating healthy candy pretty crunchy rather chewey nice change lot energy bars getting sick kinds may new favorite wish amazon 17oz 230 calorie bars got better size taking hikes stuff,231
292,positive,2021-11-06,"Don't be swayed by what some reviewers are saying about Annie's Natural Shells and Aged Cheddar Mac and Cheese. I almost didn't purchase this product because of some of the reviews I read on here, but I'm glad I did. It's not only healthy and fast, but actually pretty tasty too. If you're expecting something all natural that tastes like Kraft, you're going to be disappointed. Kraft's sauce is thicker and sweeter, but Annie's sauce tastes less processed and has a better all-around flavor. I prefer the Aged Cheddar Mac and Cheese to the White Cheddar one (which was very bland). Try adding a little extra butter to enhance the flavor of the sauce.",651,swayed reviewers saying annies natural shells aged cheddar mac cheese almost purchase product reviews read glad healthy fast actually pretty tasty expecting something natural tastes like kraft going disappointed krafts sauce thicker sweeter annies sauce tastes less processed better allaround flavor prefer aged cheddar mac cheese white cheddar one bland try adding little extra butter enhance flavor sauce,406
293,positive,2021-09-07,"Eat. Think. Smile. Granola clusters Cinnamon almond is 12 ounces of good eating.  Healthy, yet delicious granola clusters with almonds and cinnamon get the extra treatment of cocoa powder!  This delicious coating adds antioxidants and taste.  Whole grains give these treats thumbs up for me.  But all these healthy elements do add up to 160 calories per 1/3 cup serving.<br /><br />Perfect for snacking right out of the bag, or I would eat them with milk or on top of yogurt.<br /><br />Although these are definitely vegetarian, I do not know if they are vegan; as the ingredient list includes sugar and honey.  The product's website did not disclose that it is in fact vegan, so I would assume not.<br /><br />I highly recommend this tasty, healthy snack!",756,eat think smile granola clusters cinnamon almond 12 ounces good eating healthy yet delicious granola clusters almonds cinnamon get extra treatment cocoa powder delicious coating adds antioxidants taste whole grains give treats thumbs healthy elements add 160 calories per 13 cup serving perfect snacking right bag would eat milk top yogurt although definitely vegetarian know vegan ingredient list includes sugar honey products website disclose fact vegan would assume highly recommend tasty healthy snack,505
294,positive,2021-06-22,"I adopted my adorable Edmund last year from a shelter. They sent me home with a small bag of Felidae (NOT grain free version) cat and kitten formula as he was a kitten at the time.<br />I am very concerned about eating healthy WHOLE foods, so I of course want the best for my kitty as well. I did research and found that cats' digestive systems are not designed to eat any grains/fruits/vegetables directly, and basically the only carbs they are to eat are what is already in their prey's stomachs (ie: if a mouse ate something carby and the cat ate the mouse they would get a little of whatever was in it). So I wanted to make sure the ratio of his food was as close to what's found in nature as possible, without breaking the bank.<br />He already seemed to really like the Felidae Grain-included version, so as soon as my starter bag ran out I immediately switched to the grain free variety and he has ONLY eaten this ever since I got him - he LOVES it!<br />I give him one small scoop of this grain free kibble in the morning and then a quarter or so of a large 13oz Felidae grain free can of food (we've tried both the turkey/chicken and the salmon grain free canned ones and Edmund prefers the turkey/chicken but will of course eat anything I give him :-)).<br /><br />He has the absolute SOFTEST, SHINIEST FUR COAT I have ever seen on a cat and he is very healthy and happy. I have to blame at least SOME of this on the fact he only eats grain free Felidae food (the rest is because I love him so ridiculously much!).<br /><br />I LOVE the FREE SHIPPING on Amazon (I buy a case of canned and a bag of dry (or 2 of one) at the same time)! I used to buy this elsewhere, and since it's so heavy shipping would often be almost as much as the product!",1753,adopted adorable edmund last year shelter sent home small bag felidae grain free version cat kitten formula kitten time concerned eating healthy whole foods course want best kitty well research found cats digestive systems designed eat grainsfruitsvegetables directly basically carbs eat already preys stomachs ie mouse ate something carby cat ate mouse would get little whatever wanted make sure ratio food close found nature possible without breaking bank already seemed really like felidae grainincluded version soon starter bag ran immediately switched grain free variety eaten ever since got loves give one small scoop grain free kibble morning quarter large 13oz felidae grain free food tried turkeychicken salmon grain free canned ones edmund prefers turkeychicken course eat anything give absolute softest shiniest fur coat ever seen cat healthy happy blame least fact eats grain free felidae food rest love ridiculously much love free shipping amazon buy case canned bag dry 2 one time used buy elsewhere since heavy shipping would often almost much product,1066
295,positive,2021-02-08,Very tasty and fiber-rich cereal.  I ate it cold with soy milk and finished the box off myself.  I am buying more!!!,116,tasty fiberrich cereal ate cold soy milk finished box buying,60
296,positive,2021-11-06,"I prefer this almond milk to any other. I enjoy the genuine, mild almond taste, and don't need nor want any sweeteners, vanilla flavors, or other unnecessary distractions. There is no bitterness with this milk like there is with some other major brands. Very tasty, and very healthy. Mere 50 calories per serving. Cruelty free too! I only take this almond milk; I used to buy it in my local store, but they discontinued it, and I like it so much that I now have to order it on Amazon.",484,prefer almond milk enjoy genuine mild almond taste need want sweeteners vanilla flavors unnecessary distractions bitterness milk like major brands tasty healthy mere 50 calories per serving cruelty free take almond milk used buy local store discontinued like much order amazon,276
297,positive,2021-08-07,"This is one of my favorite healthy cereals.  It has a good mix of textures and the flavors are sweet and indulgent.  Eating it you definitely do not feel like you are eating a 'health nut' cereal.  I am a huge fan of banana so I really enjoy the distinguishable sweet and fruity flavor they lend the cereal as well as the slight nuttiness from the flax.  The green tea is really subtle (almost undetectable) and doesn't really affect the flavor of the cereal.<br /><br />The only downside is that this cereal is a little more calorically dense than some of the other healthy cereals on the market.  It is 190 calories for 3/4 cup with 6 grams of fiber and 10 grams of protein while<a href=""http://www.amazon.com/gp/product/B001E5E05G"">Kashi GOLEAN Cereal, 14.1-Ounce Boxes (Pack of 6)</a> has only 14 calories, 10 grams of fiber, and 13 g of protein in a cup.  As a result, Optimum Rebound isn't as filling and I find myself feeling hungrier faster than I do if I've had Kashi GOLEAN for breakfast.  However, the flavor of Optimum Rebound is MUCH sweeter and more complex so understandably you have to sacrefice nutritionals a bit for something that is tastier.  However, it is still much healthier than many mainstream sugary cereals.  I find myself typically making up the difference by mixing some Optimum Rebound into my Kashi GOLEAN for flavor.  This gives me the best of both words.<br /><br />However, this is still a great cereal overall and will especially appeal to you if you find cereals like Kashi GOLEAN to be too bland.",1534,one favorite healthy cereals good mix textures flavors sweet indulgent eating definitely feel like eating health nut cereal huge fan banana really enjoy distinguishable sweet fruity flavor lend cereal well slight nuttiness flax green tea really subtle almost undetectable really affect flavor cereal downside cereal little calorically dense healthy cereals market 190 calories 34 cup 6 grams fiber 10 grams protein whilea hrefhttpwwwamazoncomgpproductb001e5e05gkashi golean cereal 141ounce boxes pack 6a 14 calories 10 grams fiber 13 g protein cup result optimum rebound filling find feeling hungrier faster kashi golean breakfast however flavor optimum rebound much sweeter complex understandably sacrefice nutritionals bit something tastier however still much healthier many mainstream sugary cereals find typically making difference mixing optimum rebound kashi golean flavor gives best words however still great cereal overall especially appeal find cereals like kashi golean bland,985
298,positive,2021-09-28,"My son insisted that we try this Gluten Free Allie's Awesome Buchkwheat Pancake mix when he visited us recently.  He made pancakes for us, adding fresh organic blueberries, & served them with real maple syrup.  Very yummy!",222,son insisted try gluten free allies awesome buchkwheat pancake mix visited us recently made pancakes us adding fresh organic blueberries served real maple syrup yummy,166
299,positive,2021-08-23,My doberman LOVES the primal dry roasted dog treats and they are rated one of the healthy snacks for dogs on Whole-Dog-Journal!,127,doberman loves primal dry roasted dog treats rated one healthy snacks dogs wholedogjournal,90
300,positive,2021-01-08,Great healthy breakfast option for both kids and adults!  My 2 yr old son loves all flavors and the ingredients are much healthier than the commercial brands. :),161,great healthy breakfast option kids adults 2 yr old son loves flavors ingredients much healthier commercial brands,114
301,positive,2021-07-16,"This is an INCREDIBLE product. It's natural sweeteners make it so tasty! I can eat half the bag in one sitting and not feel bad! It's the perfect snack, with yogurt, milk, or frozen yogurt!!! Thank you BNF for making a tasty, health-conscious treat!",249,incredible product natural sweeteners make tasty eat half bag one sitting feel bad perfect snack yogurt milk frozen yogurt thank bnf making tasty healthconscious treat,167
302,positive,2021-02-08,"I keep these in my desk drawer.  They are my quick breakfast and snack at any time of day.  They taste great, and have nothing but good stuff in them.",150,keep desk drawer quick breakfast snack time day taste great nothing good stuff,78
303,positive,2021-11-06,"I like to eat these for breakfast or in between meals for a quick healthy snack. I like the almonds and flax included in these bars. The texture is really nice, a little chewy, but a little crunchy. There  is a good balance of complex carbs and proteins to give me enough energy to get to my next meal. These are not too sweet. There are no chemicals or artificial ingredients in these. Give them a try.",403,like eat breakfast meals quick healthy snack like almonds flax included bars texture really nice little chewy little crunchy good balance complex carbs proteins give enough energy get next meal sweet chemicals artificial ingredients give try,241
304,positive,2021-06-26,"Carnation Instant Breakfast, Classic French Vanilla, No Sugar Added, 8-Count Packets (Pack of 4)My husband has used powdered Carnation Instant Breakfast French Vanilla for 40+ years and says that it is the best drink he has each day.  He has developed Diabetes and changed to the sugar free mix and likes it as well, if not better.  His blood sugar has gone down and we seem to be able to maintain it now.  We are so glad that he can still have his ""best drink of the day""!!",474,carnation instant breakfast classic french vanilla sugar added 8count packets pack 4my husband used powdered carnation instant breakfast french vanilla 40 years says best drink day developed diabetes changed sugar free mix likes well better blood sugar gone seem able maintain glad still best drink day,302
305,positive,2021-08-20,"I love this cereal!!!<br />I,ve been eating it for months  ,and  did not tired yet...",85,love cereal ive eating months tired yet,39
306,positive,2021-08-25,"These are delicious!! A nice way to get a serving of fruit along with a chocolate fix, but dark chocolate so you get antioxidants, too.  Also, in the small package so you don't over-eat :)",188,delicious nice way get serving fruit along chocolate fix dark chocolate get antioxidants also small package overeat,115
307,positive,2021-10-19,"These nuts are a delicious and healthy snack, compared to other things I might snack on. They are individually packaged which is extremely handy for school and work.",165,nuts delicious healthy snack compared things might snack individually packaged extremely handy school work,106
308,positive,2021-02-08,This stuff is just great!  We have a family tradition of pancakes every saturday morning.  I've tried a number of whole grain mixes and this one is the best!,157,stuff great family tradition pancakes every saturday morning tried number whole grain mixes one best,100
309,positive,2021-11-06,"I love Glenny's Low Fat Soy Crisps.  They're delicious, healthy, and have protein.  They're a great snack, and I keep some in my car when I get hungry in the afternoon.  They're cheaper to buy in bulk online, because in the store you pay over a dollar per bag.",260,love glennys low fat soy crisps delicious healthy protein great snack keep car get hungry afternoon cheaper buy bulk online store pay dollar per bag,148
310,positive,2021-10-22,"My Chocolate Lab, Lizzy is very active even at 9 years old. SHe does eat yogurt but will not eat any vegetables so this is a way for her to get some fruit. SHe really looks forward to these treats. They smell great. I keep them in a lagre glass container on the Kitchen counter and one time had a house guest mistake them for a cookie.",335,chocolate lab lizzy active even 9 years old eat yogurt eat vegetables way get fruit really looks forward treats smell great keep lagre glass container kitchen counter one time house guest mistake cookie,202
311,positive,2021-06-08,"These cookies are absolutely amazing. My three year doesnt like a lot of snacks and cookies and hes very picky, but he likes a couple of these flavors. They are very soft and very delicious and extremely tasty, you almost forget that they are healthy for you. I absolutely love quaker oatmeal and these cookies are an extra treat.",330,cookies absolutely amazing three year like lot snacks cookies hes picky likes couple flavors soft delicious extremely tasty almost forget healthy absolutely love quaker oatmeal cookies extra treat,196
312,positive,2021-06-24,we go on a lot of road trips and i always make sure to pack quaker bars as the kids love them they are great taste good and so easy to pack highley reccommend these to anyone as a to go snack,191,go lot road trips always make sure pack quaker bars kids love great taste good easy pack highley reccommend anyone go snack,123
313,positive,2021-04-17,I received this from influenster in my mom voxbox and my kids loved this cookie. I didn't even get a chance to try it and had to purchase a box. I highly recommend this cookie... Its a great snack and a healthier one!!!!,220,received influenster mom voxbox kids loved cookie even get chance try purchase box highly recommend cookie great snack healthier one,132
314,positive,2021-10-03,great tuna. Nice chunky texture. You can actually taste the tuna instead of the salt.,85,great tuna nice chunky texture actually taste tuna instead salt,63
315,positive,2021-04-17,This taffy is so good.  It is very soft and chewy.  The flavors are amazing.  I would definitely recommend you buying it.  Very satisfying!!,140,taffy good soft chewy flavors amazing would definitely recommend buying satisfying,82
316,negative,2021-01-21,I love eating them and they are good for watching TV and looking at movies! It is not too sweet. I like to transfer them to a zip lock baggie so they stay fresh so I can take my time eating them.,195,love eating good watching tv looking movies sweet like transfer zip lock baggie stay fresh take time eating,107
317,positive,2021-01-30,"This offer is a great price and a great taste, thanks Amazon for selling this product.<br /><br />Staral",104,offer great price great taste thanks amazon selling product staral,66
318,positive,2021-02-13,"The variety packs taste great!<br /><br />I have them every morning. At $0.30 cents per meal, I don't understand why everyone on earth isn't buying this stuff up.<br /><br />Maple and brown sugar is terrific, followed by apples and cinnamon, followed by regular. You don't get tired of the same ole thing, and they taste great.<br /><br />I just boil water from a small pot, empty the packet or 2 in a bowl, pour in boiling water, and watch it expand to 2x its size!<br /><br />Taste really good and takes minutes to prepare.<br /><br />Not sure why everyone on earth isn't this. Convenient, healthy, very quick, excellent quality, and extremely cheap...",654,variety packs taste great every morning 030 cents per meal understand everyone earth buying stuff maple brown sugar terrific followed apples cinnamon followed regular get tired ole thing taste great boil water small pot empty packet 2 bowl pour boiling water watch expand 2x size taste really good takes minutes prepare sure everyone earth convenient healthy quick excellent quality extremely cheap,398
319,positive,2021-01-15,We really like the McCann's steel cut oats but find we don't cook it up too often.<br />This tastes much better to me than the grocery store brands and is just as convenient.<br />Anything that keeps me eating oatmeal regularly is a good thing.,244,really like mccanns steel cut oats find cook often tastes much better grocery store brands convenient anything keeps eating oatmeal regularly good thing,152
320,negative,2021-06-03,"I purchased the Mango flavor, and to me it doesn't take like Mango at all.  There is no hint of sweetness, and unfortunately there is a hint or aftertaste almost like licorice.  I've been consuming various sports nutrition products for decades, so I'm familiar and have come to like the taste of the most of the products I've tried.  The mango flavor is one of the least appealing I've tasted.  It's not terrible, but it's bad enough that I notice the bad taste every sip I take.",479,purchased mango flavor take like mango hint sweetness unfortunately hint aftertaste almost like licorice consuming various sports nutrition products decades familiar come like taste products tried mango flavor one least appealing tasted terrible bad enough notice bad taste every sip take,288
321,positive,2021-08-06,These taste really good. I have been purchasing a different brand and these are very similar in taste and texture. I agree with the other reviewer regarding ordering in the summer. There is no insulating packaging with ice packs so they will melt in warm weather like all chocolate food items. Order in cold weather and buy enough to last!!!,341,taste really good purchasing different brand similar taste texture agree reviewer regarding ordering summer insulating packaging ice packs melt warm weather like chocolate food items order cold weather buy enough last,217
322,positive,2021-07-01,"The mouth says, ""How do I love thee, let me count the ways...""<br />If you like apple products a must have item.  The only draw back, shipping cost.  These are very heavy.",171,mouth says love thee let count ways like apple products must item draw back shipping cost heavy,95
323,positive,2021-04-17,"I've been a fan of Hot & Spicy Maruchan Ramen for a long time. If you enjoy spice, and love ramen, you'll love this product. Too bad it's way too expensive here on Amazon. It's only $3.36 per 12 at my Walmart.",209,fan hot spicy maruchan ramen long time enjoy spice love ramen love product bad way expensive amazon 336 per 12 walmart,118
324,positive,2021-10-03,"I love this flavor of ramen! I don't eat other flavors anymore because they taste too bland by comparison. For the convenience of having it delivered to my home (I have prime, so I get it in two days and don't have to pay for the shipping), the price on amazon isn't bad at all, but it is still cheaper to run down and pick up a case of this at the grocery store.",363,love flavor ramen eat flavors anymore taste bland comparison convenience delivered home prime get two days pay shipping price amazon bad still cheaper run pick case grocery store,178
325,positive,2021-01-14,"The BEST investment I've ever made for ginger. It's unbelievable! It's fibrous like the real ginger, has that spicy kick to it, but it's perfect with the sugar - calms it down.  It's very worth the $40 for 5lbs of it!  I'll be getting more soon - I use these as a topper for my ginger cupcakes and cookies :)",308,best investment ever made ginger unbelievable fibrous like real ginger spicy kick perfect sugar calms worth 40 5lbs getting soon topper ginger cupcakes cookies,159
326,positive,2021-05-24,"Perfect size sea salt for the table or the picnic basket.  We love it. Shakes well, no clumping and flows freely.",113,perfect size sea salt table picnic basket love shakes well clumping flows freely,80
327,positive,2021-10-14,"<span class=""tiny""> Length:: 0:26 Mins<br /><br /></span>The expiration date is 21 months from the day I bought this product. The tuna, tomato combination is delicious. This is one of the many items I re-order on Amazon every month or so.<br />edit: added a short video, so you see what this combination looks like.<br /><br />I was wearing one of those headlamps, but I didn't do a good job focusing on the tuna.<br />I should film it over, but it doesn't look like many people view this product anyway.",504,span classtiny length 026 mins spanthe expiration date 21 months day bought product tuna tomato combination delicious one many items reorder amazon every month edit added short video see combination looks like wearing one headlamps good job focusing tuna film look like many people view product anyway,301
328,positive,2021-07-02,"these are the best tasting tuna pack they make in my opinion - make a great on the go snack, and really satisfying with the tomato",130,best tasting tuna pack make opinion make great go snack really satisfying tomato,80
329,positive,2021-03-29,"I found it much tastier than the plain tuna pouches out there. Excellent quality, and no need to 'dress it up'.<br /><br />I put it the micro on about 20% power for 1 minute and Shazam!<br /><br />I believe a little heating brings out the flavor.",246,found much tastier plain tuna pouches excellent quality need dress put micro 20 power 1 minute shazam believe little heating brings flavor,138
330,negative,2021-04-17,Seriously this product was as tasteless as they come. There are much better tasting products out there but at 100 calories its better than a special k bar or cookie snack pack. You just have to season it or combine it with something else to share the flavor.,258,seriously product tasteless come much better tasting products 100 calories better special k bar cookie snack pack season combine something else share flavor,156
331,positive,2021-10-03,"Tastes great, and gives me energy without the jitters. Love this product.<br />However, I do wish it came in some sort of resealable jar or hard plastic container instead of a zip-lock pouch because the zip-lock ripped off and quit working after awhile. But the product is fantastic, just not crazy about the packaging.",319,tastes great gives energy without jitters love product however wish came sort resealable jar hard plastic container instead ziplock pouch ziplock ripped quit working awhile product fantastic crazy packaging,206
332,positive,2021-10-07,These mints are really strong and have a great taste. They are also a convenient size to carry in a pocket or purse.,116,mints really strong great taste also convenient size carry pocket purse,71
333,positive,2021-01-27,"I'm trying several of the Wu Yi teas. I like this one particularly because of the subtle citrus taste. It also has a natural sweetness.<br /><br />The ingredients include Organic Wu-Li Cliff Oolong Tea (700 mg), Organic Black Tea (600 mg), Organic Green Tea Extract (100 mg), Proprietary blend (600 mg), plus some Ginseng (panax), Orange Peel, Lemon Grass, and Guarana. Other Ingredients: Natual Orange and Citrus flavors.<br /><br />My goal is to drink more tea and less coffee. I am enjoying trying a different kind of tea every day. I'll be coming back to this one.",568,trying several wu yi teas like one particularly subtle citrus taste also natural sweetness ingredients include organic wuli cliff oolong tea 700 mg organic black tea 600 mg organic green tea extract 100 mg proprietary blend 600 mg plus ginseng panax orange peel lemon grass guarana ingredients natual orange citrus flavors goal drink tea less coffee enjoying trying different kind tea every day coming back one,410
334,negative,2021-01-06,"Terrible! Artificial lemon taste, like Pledge Lemon Furniture Polish. Don't do this to yourself. Just use plain flake salt and some fresh grated lemon zest.",156,terrible artificial lemon taste like pledge lemon furniture polish plain flake salt fresh grated lemon zest,107
335,negative,2021-08-20,"The taste of these white cheddar flat breads is like a regular cracker - which is not bad, except that I bought them because I wanted a cheese taste.<br /><br />What was a HUGE disappointment? How misleading the packaging of the box is. The photo on the box (I bought these in store) makes it look like it is full of long flatbreads (expanding the length and width of the box). Wrong! The plastic tray that holds the crackers is about 2"" smaller all around - leaving you with about 15 or so small flatbreads.<br /><br />What is also bad about this is that the company states they use biodegradable and eco-friendly packaging. FAIL! They used a HUGE box for a ridiculously small amount of crackers. Not ecofriendly at all.<br /><br />Would I buy these again? No - I feel ripped off. The other crackers (like Sesame Tarragon) give you a little<br />more bang for your buck and have more flavor.",892,taste white cheddar flat breads like regular cracker bad except bought wanted cheese taste huge disappointment misleading packaging box photo box bought store makes look like full long flatbreads expanding length width box wrong plastic tray holds crackers 2 smaller around leaving 15 small flatbreads also bad company states biodegradable ecofriendly packaging fail used huge box ridiculously small amount crackers ecofriendly would buy feel ripped crackers like sesame tarragon give little bang buck flavor,508
336,positive,2021-08-14,"A very delicate green tea with a smooth light taste and an subtle floral tones and no bitter aftertaste.<br /><br />In the 20+ years we have been drinking Ahmad teas not even once have we been disappointed. The superb quality of Ahmad teas has remained consistent throughout the years.<br /><br />I am so happy to find Ahmad teas available here (thanks Amazon!) because only a few stores carry it in my area and they are quite a few miles away. The current deal for the pack of 6 is superb (much cheaper than I can find locally).<br /><br />This is a great tasting tea, which I am happy to recommend.",600,delicate green tea smooth light taste subtle floral tones bitter aftertaste 20 years drinking ahmad teas even disappointed superb quality ahmad teas remained consistent throughout years happy find ahmad teas available thanks amazon stores carry area quite miles away current deal pack 6 superb much cheaper find locally great tasting tea happy recommend,353
337,positive,2021-04-21,"So many ""healthy"" products don't taste very good.  Or taste good when you first try them and then go downhill.  I've had these chips on more than one occasion and they are very tasty.  I've served them to guests twice and both times they wanted to know what they were and where to get them. It's also nice to have something gluten-free for friends who are borderline diabetic...but I would eat them anyway.",406,many healthy products taste good taste good first try go downhill chips one occasion tasty served guests twice times wanted know get also nice something glutenfree friends borderline diabeticbut would eat anyway,211
338,negative,2021-01-04,"I paid $1.79 for a 2 ounce pkg of these at lunch today. I bought them because brown rice is a ""good"" carb.  As soon as I tasted one and it tasted like a corn chip I checked the ingredients.  The name is deceptive - these have ""Masa corn flour"" listed in the ingredients and it overwhelms the taste.  I won't buy these again - I can get Sunchips for less money and similar taste.",378,paid 179 2 ounce pkg lunch today bought brown rice good carb soon tasted one tasted like corn chip checked ingredients name deceptive masa corn flour listed ingredients overwhelms taste buy get sunchips less money similar taste,227
339,positive,2021-04-17,"I was looking for a natural energy shot that works, and I found it. Steaz energy shot is my favorite!<br /><br />I recently had gastric bypass surgery, so tons of sugar is a no-no. And I'm also allergic to Sucralose (Splenda) so most other energy drinks are out.<br /><br />I tried Bazi energy shots and they didn't work as well as Steaz, and definitely didn't taste as well. These have a taste that's almost like Coca-Cola--not bad at all.<br /><br />If you're looking for natural energy, give these a try.",507,looking natural energy shot works found steaz energy shot favorite recently gastric bypass surgery tons sugar nono also allergic sucralose splenda energy drinks tried bazi energy shots work well steaz definitely taste well taste almost like cocacolanot bad looking natural energy give try,288
340,positive,2021-10-03,"I first found Steaz Berry Energy Shots at a local organic market. I bought two bottles, which cost just under three dollars each. I fell in love instantly. The drink is delicious -- I can taste the yerba mate and the acai juice, like a slightly bitter fruity chocolate honey tea. I am very sensitive to sucralose (Splenda) which is in so many energy drinks these days; I also hate the taste. I love that Steaz has actual sugar and no artificial sweeteners. The rush it gives me is slow and even. I have several medical conditions, including fibromyalgia, which saps me of energy and causes intense pain. I like how Steaz helps clear away the fatigue and fog so I can get things done. No caffeine jitters, even though there are 150 mg of caffeine in each bottle.<br />It was becoming expensive for me to buy the bottles separately at stores, so I started looking online for a bulk price. I am so thrilled to have found the Pack Of 12 on Amazon. I signed up for Amazon Prime specifically for this product, hah!",1008,first found steaz berry energy shots local organic market bought two bottles cost three dollars fell love instantly drink delicious taste yerba mate acai juice like slightly bitter fruity chocolate honey tea sensitive sucralose splenda many energy drinks days also hate taste love steaz actual sugar artificial sweeteners rush gives slow even several medical conditions including fibromyalgia saps energy causes intense pain like steaz helps clear away fatigue fog get things done caffeine jitters even though 150 mg caffeine bottle becoming expensive buy bottles separately stores started looking online bulk price thrilled found pack 12 amazon signed amazon prime specifically product hah,690
341,positive,2021-04-22,"I love this coffee. I do wish it came already ground as I don't have a grinder and use a blender instead. But it's worth it. Many flavored coffees I've tried only seem to have a flavored odor that doesn't reach the coffee, but this one manages both.",249,love coffee wish came already ground grinder blender instead worth many flavored coffees tried seem flavored odor reach coffee one manages,138
342,positive,2021-04-25,"I like a lot of sesame oil and use it in salads regularly.  Great quality, flavor and aroma.  Can't beat that its organic!",122,like lot sesame oil salads regularly great quality flavor aroma cannot beat organic,83
343,positive,2021-01-04,This is what I was looking for and was missing it. The taste is exactly the taste as the one made in India so just loved it and remember my days back in India. Definitely recommend it.,184,looking missing taste exactly taste one made india loved remember days back india definitely recommend,102
344,positive,2021-06-30,"I bought this strawberry extract hoping to spruce up a strawberry wine that ended up with less flavor than I'd original expected. (A common problem in some fruit wines.)<br /><br />This is, indeed, good strawberry flavor!  Just add to your sugary concoction (be it a baking good, a dessert or a drink) to either give strawberry flavor (or add to existing flavor), and presto, just about everyone will be licking their lips (and maybe fingers).<br /><br />For those interested, I found the right addition to a liquid volume to be 4 oz of extract per 1 gallon of liquid.",568,bought strawberry extract hoping spruce strawberry wine ended less flavor would original expected common problem fruit wines indeed good strawberry flavor add sugary concoction baking good dessert drink either give strawberry flavor add existing flavor presto everyone licking lips maybe fingers interested found right addition liquid volume 4 oz extract per 1 gallon liquid,374
345,positive,2021-01-03,"This is just Fantastic Chicken Noodle soup, the best I have ever eaten, with large hearty chunks of chicken,and vegetables and nice large noodles. This soup is just so full bodied, and is seasoned just right.  I am so glad Amazon carries this product.  I just can't find it here in Vermont.",290,fantastic chicken noodle soup best ever eaten large hearty chunks chickenand vegetables nice large noodles soup full bodied seasoned right glad amazon carries product cannot find vermont,186
346,positive,2021-01-29,These nuts arrived fresh and are very tasty.  They are not broken or dirty looking like cashews sometimes can.,110,nuts arrived fresh tasty broken dirty looking like cashews sometimes,68
347,positive,2021-04-17,"I was surprised about how good this was my family and friends laughed when I told them I bought this. But out of the can ready mix with a little salt, pepper, spinach, and some cheese and it's a great easy meal!",211,surprised good family friends laughed told bought ready mix little salt pepper spinach cheese great easy meal,109
