,sentiment,time,text,cleaned_text,Lowercase Count,Uppercase Count,Uppercase Words,Uppercase Ratio,Punc Count,num_digits,num_verbs,num_nouns,num_tokens_cleaned,num_tokens_raw,num_words_misspelled,polarity,subjectivity,num_pos_words,num_neg_words
2173,positive,21/1/21,"I was apprehensive of buying a flavord coffee, I had a bad run-in with a cinnamon flavored coffee recently. This pumpkin spice coffee is very tasty. It smells good and it leaves my dorm room with a plesant aroma. The only downside to this coffee is it is a very light roast.",apprehensive buying flavord coffee bad cinnamon flavor coffee recently pumpkin spice coffee tasty smell good leaf dorm room plesant aroma downside coffee light roast,55,0,,0.0,5,0,0,16,24,57,3,-0.3818,0.554167,0,1
4936,negative,7/12/17,"I like almost everything about this jerky, the toughness and chewiness. But it is just too salty. If you nibble it, you may enjoy it but that is not how i eat. Also, it is not good for my health to eat something this salty. I have run into too many of salty beef jerky patches recently. This review is for the wood smoked, but if other flavors contains the same amount of salt per serving, they will be just as salty. Why everything is either too fatty, sweet or salty??? Are they trying to get us addicted?",like almost everything jerky toughness chewiness salty nibble may enjoy eat also good health eat something salty run many salty beef jerky patch recently review wood smoked flavor contain amount salt per serve salty everything either fatty sweet salty try get us addict,112,0,,0.0,16,0,6,25,43,114,1,0.8925,0.483333,0,0
856,positive,22/7/21,"My parents love this stuff (and they're actually Asians, so that speaks volumes).  It's such an easy quick convenient food to stock up for them for whenever they drop in to visit me and I haven't nothing but ""white people"" food lying around.  But I'm sure that it'll go a long way toward feeding the starving college student types as well.  I think that it's a perfect combination of flavor for price.  But I have to admit that I would not purchase this item at Amazon as it is far more affordable if you buy from an Asian grocery.<br /><br />If you found this review helpful, please let me know.",parent love stuff actually asians speaks volume easy quick convenient food stock whenever drop visit nothing white people food lie around sure go long way toward feed starve college student type well think perfect combination flavor price admit would purchase item amazon far affordable buy asian grocery find review helpful please let know,129,0,,0.0,15,0,9,25,53,134,6,0.9501,0.532222,2,0
1538,positive,1/8/21,"I haven't been able to find this in any store lately. I had some a few years ago, and it is REALLY GOOD.  This is more like coffee cake than anything else.  The swirl is a cinnamon sugar with small pecan pieces, and the bread is sort of like yellow cake.  I'm excited to find it on Amazon.",able find store lately year ago really good like coffee cake anything else swirl cinnamon sugar small pecan piece bread sort like yellow cake excite find amazon,62,2,"REALLY, GOOD",0.029851,7,0,2,11,27,67,2,0.9056,0.445,0,0
374,positive,18/12/19,"I was surprised at the size of these potatoes. I have bought them at my local grocery store before and was disappointed that they were so small. These are perfect!! Tasty, cook just right. Love 'em!!",surprised size potato buy local grocery store disappoint small perfect tasty cook right love,42,0,,0.0,8,0,2,6,14,44,0,0.7964,0.572619,2,0
1667,positive,14/9/21,"Mixed with ice water, this has a great taste.  For those of you having grown up in Europe, the taste will bring back memories.",mixed ice water great taste grow europe taste bring back memory,28,0,,0.0,4,0,1,7,11,28,0,0.6249,0.333333,1,0
5249,negative,8/3/21,too much MSG gives it a nasty salty after taste.  i basically gave them away.,much message give nasty salty taste basically give away,16,1,MSG,0.058824,2,0,2,3,9,17,0,-0.5574,0.6,0,1
2462,positive,13/6/20,"Whenever people eat roasted veggies at my house, they ask what I use to season vegetables.  Olde Thompson Callifornia Garlic Sea Salt is a favorite.  The grinder is excellent. It gives any dish that extra zing.  Never tastes salty, just better.  Try it.  You'll love it!!",whenever people eat roasted veggie house ask use season vegetable olde thompson callifornia garlic sea salt favorite grinder excellent give dish extra zing never taste salty well try love,56,0,,0.0,10,0,4,16,29,57,2,0.8775,0.675,2,0
1679,positive,1/3/20,"I wasn't sure that we would be able to find a powdered milk that my family would like, but this is it.  We'd gladly use this product on a regular basis if the price was a little lower.  Powdered whole milk doesn't have as long of a shelf-life as non-fat so this should be taken into consideration for long-term food storage.",sure would able find powdered milk family would like would gladly use product regular basis price little low powdered whole milk long take consideration food storage,67,0,,0.0,4,0,4,9,26,68,3,0.659,0.523851,0,0
2424,positive,24/6/21,"Really quenches your thirst, but you need to like seltzer water; I do. Top of the line.",really quenches thirst need like seltzer water top line,20,0,,0.0,4,0,1,3,9,21,0,0.5106,0.35,0,0
5089,negative,30/6/21,Too bad this stuff in general ranks high on the inflammation triggering foods.  I'm trying to follow a low inflammation diet.  I do love the taste of goats milk.  It's very rich and creamy.  The liquid is better than the powder.,bad stuff general rank high inflammation trigger food try follow low inflammation diet love taste goat milk rich creamy liquid well powder,46,0,,0.0,5,0,3,12,22,48,1,0.6486,0.608095,2,1
2357,positive,3/4/20,"This is a very tasty products, I love the crunch and the favor it gets four thumbs up from me",tasty product love crunch favor get four thumb,20,0,,0.0,1,1,2,4,8,21,0,0.7845,0.6,1,0
939,positive,6/3/21,"This was their first product.  It is filtered, hence the clear color, and while doesnt have the same nutrients as their unfiltered product, for taste, it can't be beat. I would recommend to those trying to get off soft drinks and something (marginally) better.",first product filter hence clear color nutrient unfiltered product taste beat would recommend try get soft drink something marginally well,53,0,,0.0,9,0,4,9,20,54,1,0.7102,0.355556,0,0
1371,positive,19/2/21,"I liked the flavor and texture of the tortillas.  They are not spicy, but the taste is not bland because of the olives. The chips are small and the serving size in the bag is just enough for a quick, satisfying snack.",like flavor texture tortilla spicy taste bland olive chip small serve size bag enough quick satisfying snack,46,0,,0.0,5,0,2,10,17,47,0,0.6705,0.646667,0,0
2611,positive,2/7/21,"I originally purchased these to use as a fun gift for a 'secret sister,' and happened to be starving when they arrived in the mail today.  The crackers, cheese spread, and pepperoni were incredibly tasty!  The dried fruit complimented the trio well and the chocolate toffee was a perfect top-off.  I immediately got online to order another variety to try!  It seems like a small meal, but it has kept me full all afternoon.  I'm going to package two in a gift basket along with a bottled drink and some napkins--seems a napkin is the one thing the GoPicnic folks forgot!  They'll be perfect for an early fall afternoon in the park.  Hope the other 5 meals will make it to the gift wrapping stage!",originally purchase use fun gift sister happen starve arrived mail today cracker cheese spread pepperoni incredibly tasty dry fruit compliment trio well chocolate toffee perfect immediately get online order another variety try seem like small meal keep full afternoon go package two gift basket along bottled drink napkin seem napkin one thing gopicnic folk forget perfect early fall afternoon park hope meal make gift wrapping stage,139,0,,0.0,13,2,12,33,66,142,6,0.9756,0.633333,3,0
1061,positive,28/7/20,I liked this a lot and will keep this in my tea stock.  The Bergamot is strong and compliments the full bodied earl grey tea well.,like lot keep tea stock bergamot strong compliment full body earl grey tea well,27,0,,0.0,2,0,2,7,14,28,1,0.8807,0.461111,1,0
2590,positive,24/3/21,"this is my favorite flavor of crystal lite but i couldn't find it anywhere, thankfully i could get a huge batch of it on amazon so it will last me quite a while. thank you!",favorite flavor crystal lite could find anywhere thankfully could get huge batch amazon last quite thank,39,0,,0.0,3,0,3,5,16,39,1,0.8908,0.655556,0,0
1117,positive,19/4/20,this is an ideal bar for someone that wants the taste of a nutty candybar but with 30grams of protein! Tastes like a Payday. High fat and sugar content are the downsides though.,ideal bar someone want taste nutty candybar protein taste like payday high fat sugar content downside though,36,0,,0.0,3,0,1,10,17,36,2,0.6369,0.77,1,0
1762,positive,11/12/19,"I am not a coffee drinker, but tea is what wakes me up in the morning. This is a great black tea, with a wonderful flavor.  I french press it to bring out the flavor, this loose leaf tea is perfect for this.  I have never enjoyed a cup of tea more than this one.",coffee drinker tea wake morning great black tea wonderful flavor french press bring flavor loose leaf tea perfect never enjoy cup tea one,59,0,,0.0,7,1,1,11,23,62,0,0.8211,0.564652,3,0
810,positive,19/10/21,"What's not to like?  Delicious smokehouse almonds in the perfect size package.  I keep them in my locker at the gym for a post workout snack.  They are very smokey-don't leave an open package in your car, like I did...It made my car smell like cigarettes.  However, this is unlikely to happen as it is hard to only eat part of the package as they are so good.",like delicious smokehouse almond perfect size package keep locker gym post workout snack leave open package car like make car smell like cigarette however unlikely happen hard eat part package good,77,0,,0.0,7,0,3,17,31,79,3,0.9451,0.690278,2,0
1090,positive,3/8/20,My husband worked for this Oreintal family who gave him a 48 oz package of  NOH Hawaiian Iced Tea . He raved on how good it was . I didnt believe him until I actually tried it . UMMMM great cool taste and refreshing Ice tea . I would definetely recommend,husband work oreintal family give oz package noh hawaiian ice tea rave good believe actually try ummmm great cool taste refresh ice tea would definetely recommend,46,2,"NOH, UMMMM",0.039216,4,0,5,9,26,51,3,0.8957,0.525,1,0
2705,positive,22/4/21,"These are excellent, don't taste sugar free at all. They taste just like the regular version and they are sweetened with Splenda with no chemical sweeteners. They're a little pricey but make a good treat.",excellent taste sugar free taste like regular version sweeten splenda chemical sweetener little pricey make good treat,41,0,,0.0,4,0,1,8,17,41,3,0.9305,0.595385,2,0
1701,positive,1/3/20,"We also found this to be great tasting. Flavorful, not weird tasting at all.the negative review des not sound like this product at all.  Good value.",also find great taste flavorful weird taste negative review de sound like product good value,30,0,,0.0,4,0,1,5,15,30,0,0.7579,0.63,1,1
3263,positive,22/7/19,"I don't generally care too much for the healthy alternatives, especially when it comes to coffee. However, after trying Truvia at a hotel, I am now hooked. I usually get it at the grocery store, but it is good to see that it is available on Amazon, and now that I have Prime, I might just be getting it online instead.<br /><br />This sweetener tastes really good, and in addition to coffee, I have had it with desserts and it tastes great. I think it even tastes better than sugar, and definitely tastes better than splenda.<br /><br />I cannot comment as to the health aspects related to artificial sweeteners, but I'm sure that there is plenty of information available on the Internet related to that.<br /><br />As a casual coffee drinker, I highly recommend Truvia! - However, definitely try out a sample before purchasing such a large box!",generally care much healthy alternative especially come coffee however try truvia hotel hook usually get grocery store good see available amazon prime might get online instead sweetener taste really good addition coffee dessert taste great think even taste well sugar definitely taste well splenda comment health aspect relate artificial sweetener sure plenty information available internet relate casual coffee drinker highly recommend truvia however definitely try sample purchase large box,179,0,,0.0,36,0,6,26,69,189,7,0.9838,0.607758,1,0
665,positive,24/5/21,"This relatively expensive convenience-packaged item is 100 percent juice and contains 140 calories worth of concentrated apple, grape, tangerine, orange, and acerola juice reconstituted with carbonated water; acacia gum; some soy; and added vitamin C to provide 100 percent of the adult minimum daily requirement. There are no artificial flavors or additives which allows the manufacturer to describe this as a ""natural"" beverage.<br /><br />I often mix juice with seltzer water, and I like the combination quite cold. The Switch Orange Tangerine tasted more like orange soda with a tangerine chaser than what I am used to as juice flavor.<br /><br />The carbonation makes the drink seem lighter than juice, but not as light and refreshing to the mouth as juice and seltzer.<br /><br />The tangerine flavor made the taste seem more appealing than orange soda, but the orange and tangerine flavors don't last as long as soda flavors do on the palate.<br /><br />I would drink this again on a hot day if I could buy it inexpensively enough.",relatively expensive item percent juice contain calorie worth concentrate apple grape tangerine orange acerola juice reconstitute carbonated water acacia gum soy add vitamin c provide percent adult minimum daily requirement artificial flavor additives allows manufacturer describe natural beverage often mix juice seltzer water like combination quite cold switch orange tangerine taste like orange soda tangerine chaser use juice flavor carbonation make drink seem light juice light refresh mouth juice seltzer tangerine flavor make taste seem appeal orange soda orange tangerine flavor last long soda flavor palate would drink hot day could buy inexpensively enough,208,0,,0.0,37,0,11,55,94,214,10,0.8625,0.516667,0,0
156,positive,2/11/20,"I use this more often than olive oil.  I use olive oil for salad dressings and an occasional stir- fry and this for most all other frying.  It has a light coconut flavor that took my 17 year old son some time to get used to, but he doesn't notice anymore.  I see people buying this in capsules as a supplement!",use often olive oil use olive oil salad dressing occasional fry fry light coconut flavor take year old son time get use notice anymore see people buy capsule supplement,64,0,,0.0,5,0,4,14,29,67,1,0.0,0.341667,0,0
1567,positive,29/3/21,"Tinkyada's brown rice elbow pasta is a great tasting gluten free choice. It is just like having ""normal"" pasta only better! It cooks just like any pasta, and can be used in any pasta dish. I highly recommend this product.",tinkyada brown rice elbow pasta great taste gluten free choice like normal pasta well cook like pasta use pasta dish highly recommend product,47,0,,0.0,5,0,2,11,23,48,1,0.9459,0.685,2,0
4465,negative,7/7/21,"Serveice delivery with the seller was excellent. The product was not. Will not order again. Bad taste. Iam not sure if it was old or that how it tastes. I throw it right away, i coudl not drink it.",serveice delivery seller excellent product order bad taste iam sure old taste throw right away coudl drink,45,0,,0.0,7,0,0,10,17,46,2,0.3612,0.658254,1,1
1499,positive,19/10/21,"when i was first introduced to this product and business opportunity i was a little skeptical about it, but after i started drinking it i really like it i experienced good things. i didnt get any coffee jitters and crashes, plus i lost some weight like most people experience. so i decided to sign up as a representive so i can get it the products at wholesale. then as time goes i check my website and there were alot of people as my downline, then i relized that this business is really growing whether i do anything or not so i decided to purchase the bronze promotional package and i started getting on this business. my upline and leaders are a great help and im pretty much just trying to duplicate their success and its working. ive just upgraded to the silver promotional package to really get my business growing. ive made all my investment money back and some in the short time that ive been involved in og, considering that i dont do much, i just give people samples and show them the business opportunity. if you like to know more about this business give me a email at zang-xiong@hotmail.com. im more then happy to share this opportunity with anyone that is interested and looking to change their lifes.",first introduce product business opportunity little skeptical start drink really like experience good thing get coffee jitter crash plus lost weight like people experience decide sign representive get product wholesale time go check website alot people downline relized business really grow whether anything decide purchase bronze promotional package start get business upline leader great help pretty much try duplicate success work upgraded silver promotional package really get business grow make investment money back short time involve og consider much give people sample show business opportunity like know business give email happy share opportunity anyone interested look change life,236,0,,0.0,15,0,18,47,98,236,10,0.9869,0.405208,3,0
3462,positive,19/1/20,this is the best coffee if you like a strong cup. a real wake me up,best coffee like strong cup real wake,17,0,,0.0,1,0,0,3,7,17,0,0.875,0.444444,2,0
3166,positive,6/5/21,"I got these, and another brand at the same time. I far preferred the taste of this pouch than the other brand. My daughters love these snacks, and I love how easy they are to just grab when in a hurry. I'm also excited to pack them when we go on picnics. =) My 2-year-old, and my 10-month-old are able to slurp these up in just seconds, but they enjoy each and every second of it.<br /><br />I am curious though, if anyone knows.... Are these pouches BPA free? Everything else about them is so good, that I would hope they would be, but it doesn't say it anywhere on them. =( So, my assumption would be that they are not BPA free, otherwise that would be a high marketing point.",get another brand time far preferred taste pouch brand daughter love snack love easy grab hurry also excite pack go picnic able slurp second enjoy every second curious though anyone know pouch bpa free everything else good would hope would say anywhere assumption would bpa free otherwise would high marketing point,151,2,"BPA, BPA",0.012579,26,0,8,16,51,159,7,0.9853,0.607564,4,0
2992,positive,3/5/19,"This is very tasty. Good deal to save a few bucks here on Amazon as well. I find this dish very similar to the Chicken Tikka Masala. Both are great, obviously this curry dish has more curry flavor than the Chicken Tikka Masala. The chicken in this dish is wonderful as well.",tasty good deal save buck amazon well find dish similar chicken tikka masala great obviously curry dish curry flavor chicken tikka masala chicken dish wonderful well,57,0,,0.0,6,0,3,11,26,58,0,0.9571,0.7625,2,0
1439,positive,8/6/21,"For those of you who drink coffee black, i think you are going to love this blend of coffee. It is very delicious and has a great bold flavor.",drink coffee black think go love blend coffee delicious great bold flavor,32,0,,0.0,3,0,4,3,12,32,0,0.9393,0.69,3,0
4454,negative,18/5/21,"I've been drinking this tea for the past 8 or 10 years, usually buying a box or two when visiting large metropolitan areas, where many Middle-Eastern stores carry loose Ahmad teas, usually at $5-7 for a pound box.  I've always considered it an unremarkable but robust tea, with enough aroma and taste, and beautiful reddish color, perhaps not good enough a tea to drink on its own, but a decent base for mixes.<br />This tea, however, is nothing of the sort. Freshly opened package has almost no characteristic tea smell, and the brewed tea is weak, flat and tasteless.  Somehow it just does not seem to be the same product anymore. So, you get a lot of tea for the money, but the quality is such that you might as well drink Lipton bags, they are not that much worse.",drink tea past year usually buy box two visit large metropolitan area many store carry loose ahmad tea usually pound box always consider unremarkable robust tea enough aroma taste beautiful reddish color perhaps good enough tea drink decent base mix tea however nothing sort freshly open package almost characteristic tea smell brew tea weak flat tasteless somehow seem product anymore get lot tea money quality might well drink lipton bag much bad,164,0,,0.0,23,1,8,26,72,166,4,0.3818,0.527656,1,1
4934,negative,12/3/18,"The Jack Link's 30 Jerky Strips were verrrryyyy SKINNY! Some were only about 1/8 inch wide and counted as one strip. If I had known this, I would NOT have ordered the beef jerky strips - tasty, but totally not worth the money!!!!",jack link jerky strip verrrryyyy skinny inch wide count one strip know would order beef jerky strip tasty totally worth money,48,2,"SKINNY, NOT",0.038462,9,1,0,15,21,52,1,0.2944,0.25,0,0
3345,positive,22/9/21,"Love this cereal, great taste and doesn't get soggy.  This is my favorite of all the Kashi cereals and subscribe and save makes it super convenient.",love cereal great taste get soggy favorite kashi cereal subscribe save make super convenient,30,0,,0.0,3,0,3,7,14,30,2,0.9607,0.754167,3,0
3585,positive,2/11/18,"These cookies are soft and delicious.  Possibly because they rely more on oat flour than just rolled oats, they lack the chewy texture of a traditional oatmeal cookie.  Instead they are almost melt-in-your mouth, with nicely soft raisins as well.  Perhaps the only truly detrimental characteristic is that they taste more like a raisin and spice cookie than an oatmeal cookie.  I enjoy the taste of oatmeal and wouldn't mind if it was brought more to the forefront.<br /><br />I don't usually buy individually wrapped food, so I don't think I'd buy this product again, but I would certainly recommend it to others.",cooky soft delicious possibly rely oat flour roll oat lack chewy texture traditional oatmeal cookie instead almost mouth nicely soft raisin well perhaps truly detrimental characteristic taste like raisin spice cookie oatmeal cookie enjoy taste oatmeal would mind brought forefront usually buy individually wrap food think would buy product would certainly recommend others,118,0,,0.0,15,0,5,20,53,123,5,0.956,0.56381,1,0
3074,positive,1/11/20,This Nori is a true bargain! 10 sheets of Nori at local grocery stores ran for as much as 1$ per sheet. 50 sheets at less than $10 is hard to beat. Really glad I got this as I am now making sushi several times a week!,nori true bargain sheet nori local grocery store run much per sheet sheet less hard beat really glad get make sushi several time week,51,0,,0.0,6,0,2,10,24,53,0,0.7774,0.35119,0,0
1421,positive,30/10/20,"I bought this from my local health food store, It has a wonderful coconut taste. I use it in everything from my morning oatmeal  to yogurt. I put some in my dogs food and their coats have been so shiny and soft. I also suffer from a dry flakey scalp so i massage a small amount into my hair and let it sit for 30 minutes before i shampoo it out, it leaves my hair so soft and shiny. it is a great waterproof mascara remover too. I will be buying this item in bulk! I love all the benefits coconut oil has to offer.",bought local health food store wonderful coconut taste use everything morning oatmeal yogurt put dog food coat shiny soft also suffer dry flakey scalp massage small amount hair let sit minute shampoo leave hair soft shiny great waterproof mascara remover buy item bulk love benefit coconut oil offer,108,0,,0.0,9,0,7,27,48,114,0,0.9062,0.50625,3,1
2386,positive,2/12/20,"What else can I say, other than this drinking water tastes great.<br />The bottle is quite large, at 1.5 liter, it's almost the size of a 2 liter bottle of soda.",else say drink water taste great bottle quite large liter almost size liter bottle soda,39,0,,0.0,7,0,2,7,15,40,1,0.6249,0.589286,1,0
4956,negative,7/8/19,"I am celiac and have been keeping a strictly gluten-free diet for over six years, and was excited to learn about this product.  After eating it, [the taste and texture was not bad] I became sick in the way that I always do when ingesting gluten. Nana's also makes non-gluten products, and clearly are not careful about cross-contamination.  If you are concerned about ingesting gluten or keeping a strictly celiac diet, I strongly recommend you avoid this product.  I also think that the company should not deceive their customers, many who suffer from celiac disease, and should more clearly label their product as it is a danger to the health of many who would be inclined to buy this product.",celiac keep strictly diet six year excite learn product eat taste texture bad become sick way always ingest gluten nana also make product clearly careful concerned ingest gluten keep strictly celiac diet strongly recommend avoid product also think company deceive customer many suffer celiac disease clearly label product danger health many would incline buy product,129,0,,0.0,13,1,9,16,55,134,4,-0.7096,0.662925,0,4
4692,negative,22/7/21,I ORDERED THE DARK HOT COCOA IN HOPES IT WOULD BE REAL CHOCOLATEY AND IT WAS NO BETTER THAN BUYING A POUCH OF HOT CHOCOLATE AND ADDING IT TO HOT WATER. I ACTUALLY THINK THE POUCH ADDED TO HOT WATER IS LOADS BETTER AND A WHOLE LOT CHEAPER!!!! V-E-R-Y ...D-I-A-P-P-O-I-N-T-E-D! FOR THE PRICE...IT'S A RIP-OFF!,order dark hot cocoa hope would real chocolatey well buy pouch hot chocolate add hot water actually think pouch add hot water load well whole lot cheap price,9,52,"ORDERED, THE, DARK, HOT, COCOA, IN, HOPES, IT, WOULD, BE, REAL, CHOCOLATEY, AND, IT, WAS, NO, BETTER, THAN, BUYING, POUCH, OF, HOT, CHOCOLATE, AND, ADDING, IT, TO, HOT, WATER, ACTUALLY, THINK, THE, POUCH, ADDED, TO, HOT, WATER, IS, LOADS, BETTER, AND, WHOLE, LOT, CHEAPER, V-E-R-Y, D-I-A-P-P-O-I-N-T-E-D, FOR, THE, PRICE, IT, 'S, RIP-OFF",0.787879,7,0,4,11,28,66,3,0.7269,0.588889,0,0
4124,positive,31/8/21,Good Cuban style espresso.I received a damaged product (3 of 4 packs had lost vacuum)and amazon quickly refunded me.,good cuban style receive damaged product pack lose vacuum amazon quickly refund,23,0,,0.0,3,0,3,6,12,23,2,-0.25,0.366667,0,0
1014,positive,24/1/21,"I've purchased the lemon, raspberry and shortbread cookies and liked them all. What I like the most about the brand of cookies is that they are not too sweet--perfect for my taste.",purchase lemon raspberry shortbread cooky like like brand cooky sweet perfect taste,36,0,,0.0,3,0,1,7,12,38,2,0.8934,0.825,1,0
717,positive,3/8/21,"I bought these for my husband because he occassionally likes a cup of coffee at home and it is a hassle to drag out the coffee maker and grinder when he only wants one cup and it's not everyday.  It also comes in handy when guests come over, because we don't tend to keep coffee in the house.<br /><br />Each serving comes in a little pouch that you can easily slip into your pocket, briefcase or travel bag.  The flavor was rich and at around $1.00 a cup, much cheaper than going to Starbucks or anywhere else and grabbing a cup on the way to work.<br /><br />It dissolves completely leaving no grit or residue.  He first tried it in a 12 ounce mug and found it to be a little strong, but was perfect in his 20 ounce travel mug.<br /><br />[...]",bought husband occassionally likes cup coffee home hassle drag coffee maker grinder want one cup everyday also come handy guest come tend keep coffee house serve come little pouch easily slip pocket briefcase travel bag flavor rich around cup much cheap go starbucks anywhere else grab cup way work dissolve completely leave grit residue first try ounce mug find little strong perfect ounce travel mug,175,0,,0.0,28,1,10,28,65,176,6,0.9162,0.610069,3,0
4877,negative,26/8/21,I love fact that this drink is neither too tangy or tos sweet.The combimation of both is perfect and therefore quenches yor thirst  without leaving an unpleant after taste. t,love fact drink neither tangy tos combimation perfect therefore quenches yor thirst without leave unpleant taste,30,0,,0.0,1,0,5,5,16,31,5,0.8421,0.8,2,0
1333,positive,19/6/21,I got this for my kids easter basket just to have something different and they loved it.  It tastes great and even travels well.  This is a great treat to take in the car or stick in a purse for that time when you are craving ice cream but can't have it.,get kid easter basket something different loved taste great even travel well great treat take car stick purse time crave ice cream,55,0,,0.0,3,0,3,11,22,56,0,0.9509,0.725,3,0
2878,positive,9/7/21,"I work in food nutrition and we use this for our vegetables and we make vegetable soup.  This base has the best flavor in the world.  I could just drink it up all the time, just add water and you are good to go.  I went on line to see if I could purchase it because I want it for my cooking in my home.",work food nutrition use vegetable make vegetable soup base best flavor world could drink time add water good go go line see could purchase want cooking home,65,0,,0.0,5,0,3,15,27,70,0,0.8126,0.633333,1,0
372,positive,28/4/21,"Raw, Organic, Fair Trade, Tastes Great... What's not to love? My hope is that as more people buy their amazing chocolates that the price will come down a bit.",raw organic fair trade taste great love hope people buy amazing chocolate price come bit,36,0,,0.0,5,0,2,8,15,36,1,0.9538,0.722308,3,0
1298,positive,10/3/21,I love this dressing! It has such a good fruity flavor! I've already recommended it to friends!,love dress good fruity flavor already recommend friend,19,0,,0.0,3,0,2,4,8,21,1,0.9153,0.6,1,0
1921,positive,30/6/21,"Some similar kinds of flavored coffees have a subtle mint flavor. This is powerful stuff.  In a good way, of course.  It had a very powerful taste of chocolate mint, very fulfilling.  Much better tasting than similar products.  I highly recommend this.",similar kind flavor coffee subtle mint flavor powerful stuff good way course powerful taste chocolate mint fulfil much well taste similar product highly recommend,49,0,,0.0,8,0,1,12,24,50,0,0.9412,0.615556,1,0
4930,negative,9/3/18,"The seeds are fresh, the shells are hard and the seeds are JUMBO sized.  The taste is good, but the over-powering amount of salt ruins the experience.  The 'ranch' flavor would be much tastier if the salt used were lessened.  Then again, without the overwhelming amount of salt, David might have to use a bit more of the flavor for which you are actually paying.  By the way, I don't often find items too salty, but this borders on the ridiculous, IMO.  I wholeheartedly endorse the Jumbo size seeds, as they are MUCH more enjoyable than the puny 'regular' sized sunflower seeds by David.<br /><br />I will be buying another brand of sunflower seeds in the future, hoping that it will not have the amount of salt the David's have.<br /><br />Update: I finished all but a little of the case of David buffalo ranch flavored seeds and bought a case of the Jumbo brand ranch flavored sunflower seeds.  I compared them back-to-back.  The Jumbo brand is far less salty and flavorful compared to David's.  It will be interesting how I will find the Jumbo brand to be after eating them for awhile.  Right now, they seem a bit 'under-flavored'.  Still, that is preferable to David's overuse of salt.",seed fresh shell hard seed jumbo size taste good amount salt ruin experience flavor would much tastier salt use lessen without overwhelm amount salt david might use bit flavor actually pay way often find item salty border ridiculous go wholeheartedly endorse jumbo size seed much enjoyable puny size sunflower seed david buying another brand sunflower seed future hop amount salt david update finish little case david buffalo ranch flavor seed buy case jumbo brand ranch flavor sunflower seed compare jumbo brand far less salty flavorful compare david interest find jumbo brand eat awhile right seem bit still preferable david overuse salt,244,3,"JUMBO, IMO, MUCH",0.011858,38,0,10,52,101,253,8,0.702,0.480754,0,1
3358,positive,11/9/21,"I recently purchased this product and got a chance to try it out on some freshly popped popcorn. I was surprised this was so tasty! It has a mildly tangy white cheddar flavor, that's not too overpowering. This makes it easty to create a flavorful, savory snack without the extra calories. (As compared to potato chips or cheese crackers, for instance.) I hope to try the other flavors really soon.",recently purchase product get chance try freshly pop popcorn surprise tasty mildly tangy white cheddar flavor overpower make easty create flavorful savory snack without extra calorie compare potato chip cheese cracker instance hope try flavor really soon,79,0,,0.0,11,0,4,17,37,82,2,0.7964,0.258333,0,0
3390,negative,2/8/21,the flakes are like eating twigs and straw I contacted company and they said would send coupons to replace my product but I never got any thing in the mail ever,flake like eat twig straw contact company say would send coupon replace product never get thing mail ever,29,0,,0.0,0,0,4,9,18,31,0,0.3612,0.0,0,0
3126,positive,13/9/21,I got this tea a few days ago and it has great taste...has a mild citrus taste. Love love love! Will come back in 4 weeks to review the weight loss aspect as today is my first day!<br /><br />Update (almost 2 weeks later): I am still totally in love with this tea and I actually noticed that it suppresses appetite. Great! I have been losing weight but I can't totally attribute it to this tea as I have also been exercising more. But the appetite suppression is a great attribute for me.,get tea day ago great taste mild citrus taste love love love come back week review weight loss aspect today first day update almost week later still totally love tea actually notice suppresses appetite great lose weight totally attribute tea also exercise appetite suppression great attribute,107,0,,0.0,16,0,6,19,46,113,3,0.9806,0.487179,7,0
537,positive,12/2/21,"For those of you who like/love black licorice, I seriously recommend this product.  i eat it because I love black licorice, and only recently found that what I have observed is now reported by nuitionists as well.  These is evidence that black licorice is an aid to those with constipation.  It comes in other flavors too, but the medicinal effects only come the black.",black licorice seriously recommend product eat love black licorice recently find observe reported nuitionists well evidence black licorice aid constipation come flavor medicinal effect come black,68,0,,0.0,7,0,5,11,26,71,2,0.7964,0.464286,1,0
2520,positive,10/3/21,"These cookies aren't like the traditional Fig Newtons/Fruit Newtonss I have bought in the past.  They look more like a thin cracker.  The cookies are also crunchy like a cracker, but definitely not as dry.  They are sweet but not too sweet, and very blueberry.  They remind me of the very top of a blueberry muffin, which is a good thing!  I'll definitely buy more of these for my family.",cooky like traditional fig newton buy past look like thin cracker cooky also crunchy like cracker definitely dry sweet sweet blueberry remind top blueberry muffin good thing definitely buy family,79,0,,0.0,9,0,4,11,30,81,3,0.9666,0.594444,0,0
4742,negative,23/7/21,"When I eat junk food, I'd like to enjoy it, the guilty pleasure it is.<br /><br />These cookies are neither healthy or tasty.  Stick to Chewy Chocolate Chip cookies.",eat junk food would like enjoy guilty pleasure cookies neither healthy tasty stick chewy chocolate chip cooky,39,0,,0.0,10,0,3,10,17,41,2,0.6533,0.666667,1,0
1416,positive,2/2/20,"This tea has the real flavor of pumpkin.  It is nicely spiced and perfect for an autumn afternoon.  It is quite highly caffeinated so I do not drink it late at night.  But overall, a lovely tea.",tea real flavor pumpkin nicely spice perfect autumn afternoon quite highly caffeinated drink late night overall lovely tea,41,0,,0.0,5,0,0,8,18,42,1,0.886,0.598571,2,0
